emp_no,first_name,last_name,birth_date,from_date,to_date,title
12061,Anneke,Mellouli,1960-05-15,1988-04-14,9999-01-01,Senior Staff
12064,Heping,Silva,1962-01-22,1986-03-14,9999-01-01,Assistant Engineer
12065,Moto,Roohalamini,1964-04-10,1987-06-18,9999-01-01,Senior Engineer
12066,Junichi,Deville,1963-06-01,1985-09-20,9999-01-01,Staff
12079,Michaela,Suwa,1960-08-16,1985-12-09,9999-01-01,Senior Staff
12085,Hugh,Rouquie,1964-04-01,1986-07-03,9999-01-01,Senior Staff
12100,Nevio,Beznosov,1958-03-23,1986-11-24,9999-01-01,Staff
12115,Moni,Candan,1961-06-24,1985-03-19,9999-01-01,Engineer
12120,Eckart,Schrift,1956-04-24,1986-06-20,9999-01-01,Senior Staff
12124,Jingling,Schaaf,1964-08-01,1989-07-14,9999-01-01,Senior Staff
12127,Rosalie,Rijckaert,1960-06-13,1989-01-22,9999-01-01,Staff
12130,Abdelwaheb,Scharstein,1956-05-02,1989-10-23,9999-01-01,Senior Staff
12131,Gregory,Fandrianto,1961-02-27,1986-10-11,9999-01-01,Senior Engineer
12136,Slavian,Huxford,1958-07-06,1985-08-02,9999-01-01,Engineer
12146,Urs,Garnick,1959-04-21,1987-08-26,9999-01-01,Senior Staff
12147,Ghassan,Srimani,1956-07-26,1988-06-24,9999-01-01,Senior Engineer
12154,Aksel,Snedden,1960-07-20,1986-05-24,9999-01-01,Technique Leader
12157,Georgi,Barinka,1960-03-30,1985-06-04,9999-01-01,Staff
12184,Chenxi,Zhang,1961-06-19,1987-01-11,9999-01-01,Staff
12193,Lucian,Oxman,1963-09-18,1989-08-10,9999-01-01,Senior Staff
12198,Shai,Huxford,1956-08-03,1986-05-04,9999-01-01,Senior Engineer
12199,Huan,Poupard,1962-11-04,1985-06-22,9999-01-01,Staff
12207,Radoslaw,Menyhert,1958-12-19,1986-06-08,9999-01-01,Staff
12209,Tiina,Liesche,1957-02-26,1989-12-15,9999-01-01,Staff
12211,Macha,Lores,1957-04-21,1986-12-26,9999-01-01,Senior Staff
12214,Shih,Rahimi,1957-04-04,1989-03-12,9999-01-01,Senior Staff
12232,Subhankar,Ratnakar,1957-09-26,1988-10-07,9999-01-01,Senior Staff
12236,Ebbe,Thambidurai,1957-06-12,1987-09-11,9999-01-01,Senior Engineer
12241,Ulises,Rando,1959-09-19,1987-03-30,9999-01-01,Staff
12244,Annemarie,Harllee,1960-02-01,1988-01-13,9999-01-01,Staff
12251,Iara,Hiraishi,1960-07-03,1985-07-20,9999-01-01,Senior Engineer
12255,Pasqua,Hoogerwoord,1957-05-17,1986-12-08,9999-01-01,Senior Staff
12280,Lidong,Eiter,1957-09-29,1985-02-27,9999-01-01,Senior Engineer
12286,Owen,Pesch,1957-06-16,1988-07-20,9999-01-01,Senior Staff
12290,Jeanne,Braccini,1958-06-20,1989-07-31,9999-01-01,Senior Staff
12292,Wuxu,Farrar,1963-07-02,1989-01-05,9999-01-01,Senior Engineer
12302,Matt,Plessier,1962-02-14,1987-01-28,9999-01-01,Staff
12304,Martien,Baja,1958-06-24,1987-01-09,9999-01-01,Senior Staff
12306,Suvo,Menyhert,1960-12-09,1986-05-18,9999-01-01,Senior Staff
12307,Sarita,Schlumberger,1964-09-15,1985-02-23,9999-01-01,Engineer
12313,Tsutomu,Narahari,1961-01-16,1986-10-21,9999-01-01,Engineer
12315,Haldun,Binding,1963-01-13,1989-08-31,9999-01-01,Staff
12347,Remko,Ranze,1960-03-09,1986-03-23,9999-01-01,Senior Staff
12349,Yannik,Denos,1961-12-19,1989-04-14,9999-01-01,Senior Staff
12363,Gennady,Glowinski,1956-12-26,1987-09-16,9999-01-01,Senior Staff
12369,Sanjoy,Giaccio,1961-06-09,1987-04-19,9999-01-01,Assistant Engineer
12376,Kwangsub,Matzen,1958-06-03,1986-11-11,9999-01-01,Engineer
12387,Lijie,Landherr,1960-08-25,1986-06-09,9999-01-01,Assistant Engineer
12392,Uzi,Kragelund,1961-07-24,1987-09-13,9999-01-01,Senior Engineer
12396,Lubomir,Ginesta,1960-06-16,1988-11-02,9999-01-01,Technique Leader
12397,Oksana,Swiss,1960-08-14,1987-08-18,9999-01-01,Senior Engineer
12404,Manu,Kulisch,1964-11-16,1985-12-14,9999-01-01,Senior Engineer
12405,Zhanqiu,Kambil,1964-04-06,1989-07-16,9999-01-01,Assistant Engineer
12410,Masanao,Besselaar,1963-08-15,1988-04-28,9999-01-01,Technique Leader
12428,Tokuyasu,Plavsic,1957-03-25,1989-06-21,9999-01-01,Engineer
12433,Roddy,Harbusch,1958-09-06,1987-08-04,9999-01-01,Senior Engineer
12437,Mohammed,Cronan,1957-05-01,1987-08-26,9999-01-01,Senior Engineer
12442,Iara,Lanteri,1963-12-20,1989-11-27,9999-01-01,Senior Engineer
12444,Monique,Reinhard,1962-11-29,1987-08-16,9999-01-01,Senior Staff
12445,Luisa,Mahmud,1958-03-16,1986-02-01,9999-01-01,Technique Leader
12446,Xiaoqiang,Keustermans,1964-01-05,1987-11-06,9999-01-01,Staff
12447,Bernice,Huxford,1956-08-21,1985-02-10,9999-01-01,Engineer
12453,True,Ebeling,1958-06-04,1985-12-12,9999-01-01,Senior Engineer
12465,Gita,Ressouche,1957-01-31,1985-11-22,9999-01-01,Senior Staff
12469,Basant,Khalil,1960-01-24,1987-03-01,9999-01-01,Technique Leader
12472,Leah,Madeira,1962-07-19,1985-12-10,9999-01-01,Engineer
12481,Ipke,Uludag,1963-07-09,1985-05-11,9999-01-01,Assistant Engineer
12510,Rosli,Hellwagner,1961-10-04,1985-05-15,9999-01-01,Senior Engineer
12513,Niteen,Vesna,1961-02-16,1985-10-30,9999-01-01,Senior Staff
12529,Mang,Anido,1960-04-28,1989-11-09,9999-01-01,Staff
12533,Tamiya,Lowrie,1961-03-02,1987-07-13,9999-01-01,Staff
12539,Ramachenga,Kuhnemann,1962-05-07,1989-07-07,9999-01-01,Technique Leader
12546,Luisa,Shobatake,1964-03-10,1988-06-05,9999-01-01,Staff
12554,Debatosh,Muhling,1957-12-12,1985-08-29,9999-01-01,Engineer
12560,Leszek,Makinen,1958-07-13,1986-05-19,9999-01-01,Staff
12565,Theron,Mullainathan,1964-05-19,1989-06-16,9999-01-01,Staff
12566,Kristinn,Ozeki,1959-07-25,1989-01-29,9999-01-01,Senior Staff
12570,Stafford,Anily,1961-08-06,1985-03-28,9999-01-01,Senior Engineer
12578,Tamiya,Perin,1964-01-22,1986-07-28,9999-01-01,Senior Staff
12582,Saniya,Herath,1961-01-23,1987-02-07,9999-01-01,Staff
12587,Chuanyi,Birsak,1959-09-26,1989-01-18,9999-01-01,Senior Staff
12592,Gina,Smailagic,1957-01-26,1988-09-27,9999-01-01,Engineer
12600,Lucian,Garrabrants,1960-05-16,1986-09-23,9999-01-01,Technique Leader
12615,Fumino,Oppitz,1958-07-26,1988-09-01,9999-01-01,Senior Engineer
12620,Shahaf,Swick,1961-06-04,1988-09-16,9999-01-01,Staff
12624,Zhongwei,Zykh,1956-10-30,1986-01-25,9999-01-01,Senior Staff
12631,Bogdan,Ghandeharizadeh,1958-10-21,1988-09-25,9999-01-01,Senior Engineer
12632,Shaleah,Manderick,1960-10-12,1987-06-10,9999-01-01,Technique Leader
12649,Odinaldo,Luon,1962-08-22,1985-10-05,9999-01-01,Senior Staff
12650,Odoardo,Demke,1958-04-13,1986-05-22,9999-01-01,Senior Engineer
12654,Zhaofang,Tagansky,1961-02-25,1986-07-24,9999-01-01,Engineer
12655,Herb,Ramaiah,1959-05-18,1985-12-12,9999-01-01,Senior Engineer
12667,Maris,Kemmerer,1959-01-14,1985-12-18,9999-01-01,Engineer
12669,Caolyn,Roisin,1962-02-09,1987-05-30,9999-01-01,Staff
12675,Dekang,Krohm,1963-04-22,1987-11-20,9999-01-01,Senior Staff
12679,Kolar,Sommen,1959-11-10,1985-02-26,9999-01-01,Senior Engineer
12681,Rosalyn,Akaboshi,1959-06-20,1987-12-20,9999-01-01,Senior Staff
12682,Isamu,Honiden,1958-12-14,1987-07-11,9999-01-01,Technique Leader
12688,Dietrich,Riexinger,1956-10-17,1989-12-05,9999-01-01,Senior Staff
12692,Sastry,Openshaw,1957-11-20,1989-07-20,9999-01-01,Assistant Engineer
12695,Lubomir,Crelier,1957-01-09,1986-07-23,9999-01-01,Senior Engineer
12699,Izaskun,Setia,1957-06-01,1985-09-24,9999-01-01,Senior Staff
12703,Luigi,Brookner,1961-01-06,1985-11-22,9999-01-01,Staff
12705,Dung,Driscoll,1959-05-15,1986-08-07,9999-01-01,Senior Staff
12711,Yechiam,Jiafu,1964-08-12,1986-11-21,9999-01-01,Senior Staff
12723,Arvin,Baez,1960-10-25,1986-06-14,9999-01-01,Engineer
12735,Valter,Steinauer,1960-05-22,1989-08-19,9999-01-01,Senior Staff
12738,Luigi,Hammerschmidt,1962-09-10,1985-09-23,9999-01-01,Senior Engineer
12760,Sergi,Tomescu,1960-07-30,1986-10-19,9999-01-01,Engineer
12763,Adamantios,Lovengreen,1956-01-25,1987-07-23,9999-01-01,Staff
12764,Valeri,Menhoudj,1960-02-23,1988-01-24,9999-01-01,Senior Engineer
12767,Ingemar,Sundgren,1958-10-01,1987-02-07,9999-01-01,Engineer
12771,Erez,Luks,1964-02-06,1988-06-02,9999-01-01,Senior Staff
12772,Qiwen,Bressoud,1958-09-04,1989-08-09,9999-01-01,Senior Staff
12776,Eishiro,Hagimont,1958-08-21,1989-10-25,9999-01-01,Senior Engineer
12780,Premal,Puppo,1963-01-24,1987-10-21,9999-01-01,Technique Leader
12782,Weidon,Pietracaprina,1961-03-31,1986-08-23,9999-01-01,Senior Staff
12783,Mahendra,Ginneken,1962-02-02,1985-11-13,9999-01-01,Engineer
12792,Gio,Lally,1958-03-14,1987-06-08,9999-01-01,Senior Staff
12793,Basil,Covnot,1963-07-08,1989-11-11,9999-01-01,Engineer
12802,Jinya,Shackell,1956-12-29,1989-08-22,9999-01-01,Engineer
12804,Marlo,Rosti,1962-03-20,1987-02-15,9999-01-01,Senior Staff
12817,Bokyung,Rosti,1962-06-17,1985-12-24,9999-01-01,Engineer
12822,Guther,Marrakchi,1961-11-11,1987-06-06,9999-01-01,Senior Staff
12823,Pranav,Lanteri,1962-08-15,1985-05-11,9999-01-01,Senior Engineer
12824,Sakthirel,Montresor,1960-06-30,1989-03-20,9999-01-01,Senior Engineer
12832,Mabo,Cusworth,1962-10-24,1988-04-25,9999-01-01,Staff
12833,Jaideep,Tibblin,1962-02-01,1987-06-04,9999-01-01,Senior Engineer
12838,Danel,Avouris,1962-12-18,1986-09-24,9999-01-01,Senior Staff
12847,Kwangho,Ramamoorthy,1961-11-09,1988-03-21,9999-01-01,Engineer
12858,Jianwen,Driscoll,1956-02-26,1987-06-02,9999-01-01,Senior Staff
12884,Paddy,Zyda,1964-09-28,1988-11-09,9999-01-01,Engineer
12896,Mircea,Delgrande,1963-10-12,1986-10-29,9999-01-01,Senior Engineer
12908,Tse,Mitsuhashi,1957-04-27,1988-09-23,9999-01-01,Staff
12912,Zejun,Yoshizawa,1960-01-12,1989-01-03,9999-01-01,Senior Staff
12927,Mohan,Limongiello,1959-03-24,1985-10-27,9999-01-01,Senior Engineer
12928,Howell,Ozeri,1957-08-19,1988-10-02,9999-01-01,Engineer
12929,Odysseas,Hiraishi,1961-08-25,1989-02-15,9999-01-01,Senior Engineer
12933,Youjian,Kranzdorf,1958-01-02,1986-05-19,9999-01-01,Senior Staff
12935,Shuzo,Sudkamp,1957-12-10,1987-07-01,9999-01-01,Staff
12943,Kazuhide,Zucker,1963-01-21,1988-12-15,9999-01-01,Senior Staff
12948,Djelloul,Bultermann,1957-07-18,1989-11-17,9999-01-01,Senior Engineer
12950,Aiman,Rissanen,1959-05-06,1989-11-29,9999-01-01,Staff
12952,Goa,Rosay,1960-12-14,1988-01-09,9999-01-01,Senior Engineer
12954,Dinkar,Walston,1964-11-10,1986-05-08,9999-01-01,Staff
12963,Kyoichi,Azevdeo,1962-11-22,1987-06-09,9999-01-01,Senior Staff
12971,Tetsurou,Gladwell,1958-02-03,1986-06-21,9999-01-01,Engineer
12973,Hairong,Pulkowski,1956-07-07,1987-02-04,9999-01-01,Senior Staff
12975,Katsuyuki,Dulli,1959-05-05,1988-12-04,9999-01-01,Senior Engineer
12980,Jayson,Delgrange,1962-10-09,1988-02-05,9999-01-01,Senior Engineer
12990,Kristina,Benaini,1964-06-08,1985-07-12,9999-01-01,Engineer
12993,Subhash,Sessa,1962-01-27,1986-08-25,9999-01-01,Staff
12995,Hisao,Rahier,1956-03-25,1988-01-08,9999-01-01,Senior Engineer
13005,Gilbert,Kobara,1959-12-26,1986-12-08,9999-01-01,Senior Staff
13010,Sachin,Bach,1960-12-19,1988-08-05,9999-01-01,Engineer
13014,Gianluca,Budinsky,1962-06-01,1986-01-21,9999-01-01,Senior Engineer
13018,Toshimi,Moehrke,1964-03-14,1987-05-10,9999-01-01,Senior Staff
13020,Shigeichiro,Suppi,1962-06-26,1987-07-06,9999-01-01,Senior Staff
13024,Jaques,Zschoche,1958-08-02,1987-03-23,9999-01-01,Technique Leader
13028,Mayumi,Siksek,1963-08-21,1985-10-28,9999-01-01,Staff
13032,Mohit,Standera,1962-12-12,1987-06-10,9999-01-01,Staff
13037,Alagu,Schaad,1957-01-02,1987-02-19,9999-01-01,Staff
13039,Alain,Akazan,1963-08-27,1985-10-29,9999-01-01,Engineer
13042,Vishu,Birdsall,1961-08-08,1989-03-27,9999-01-01,Senior Engineer
13044,Shigeu,Veevers,1959-05-26,1987-11-27,9999-01-01,Engineer
13056,Arvind,Zirintsis,1958-04-03,1986-12-04,9999-01-01,Staff
13057,Xiaocheng,Kandlur,1961-10-24,1989-02-17,9999-01-01,Senior Staff
13068,Aksel,Magalhaes,1956-09-17,1986-07-18,9999-01-01,Engineer
13070,Mohammad,Sridhar,1959-12-10,1989-10-20,9999-01-01,Senior Engineer
13074,Kiam,Garigliano,1956-03-07,1985-03-24,9999-01-01,Engineer
13105,Zito,Carrere,1961-01-01,1986-01-19,9999-01-01,Senior Engineer
13116,Constantino,Sury,1963-01-29,1987-10-25,9999-01-01,Staff
13145,Mayumi,Baer,1961-10-31,1989-05-19,9999-01-01,Technique Leader
13148,Cordelia,Azulay,1957-09-08,1987-10-05,9999-01-01,Senior Engineer
13152,Yuguang,Falck,1959-07-17,1985-11-28,9999-01-01,Engineer
13154,Shan,Soicher,1963-06-19,1988-07-29,9999-01-01,Senior Staff
13162,Shaw,Goodrum,1964-12-26,1989-05-19,9999-01-01,Senior Staff
13163,Matt,Heping,1963-12-11,1987-03-31,9999-01-01,Senior Engineer
13169,Fun,Hasham,1956-08-28,1988-09-10,9999-01-01,Senior Staff
13183,Shaw,Smailagic,1959-03-16,1985-11-23,9999-01-01,Senior Staff
13185,Hyuncheol,Rosca,1960-11-29,1989-02-21,9999-01-01,Senior Staff
13190,Stepehn,Kowalchuk,1962-11-08,1986-07-17,9999-01-01,Senior Staff
13191,Mototsugu,Armand,1957-06-27,1988-03-11,9999-01-01,Senior Engineer
13193,Shimshon,Miyakawa,1956-08-01,1988-09-14,9999-01-01,Senior Engineer
13195,Toshiki,Baak,1964-06-29,1986-03-02,9999-01-01,Senior Engineer
13198,Nevin,McAlpine,1958-12-18,1986-12-21,9999-01-01,Staff
13208,Maren,Vakili,1958-03-18,1985-03-25,9999-01-01,Engineer
13211,Mechthild,Thimonier,1956-05-07,1989-03-04,9999-01-01,Senior Engineer
13219,Wojceich,Constantine,1964-11-10,1988-06-22,9999-01-01,Technique Leader
13257,Francoise,Poehlman,1963-06-13,1986-07-12,9999-01-01,Staff
13265,Masali,Khalid,1957-06-23,1985-11-26,9999-01-01,Senior Engineer
13278,Chenxi,Denos,1961-10-09,1988-03-26,9999-01-01,Senior Engineer
13280,Gunilla,Cappelletti,1963-05-31,1985-03-30,9999-01-01,Staff
13281,Luerbio,Wursthorn,1960-06-22,1986-10-07,9999-01-01,Senior Engineer
13286,Basem,Smailagic,1958-11-26,1986-11-09,9999-01-01,Senior Staff
13289,Berni,Baer,1962-08-12,1987-09-24,9999-01-01,Staff
13298,Sasan,Shokrollahi,1960-11-29,1986-11-06,9999-01-01,Senior Staff
13300,Mountaz,Denis,1958-11-06,1987-06-17,9999-01-01,Senior Staff
13306,Wanqing,Granlund,1959-11-27,1989-01-02,9999-01-01,Technique Leader
13308,Demin,Melter,1959-12-03,1987-01-19,9999-01-01,Staff
13327,Anyuan,Slutz,1957-11-01,1987-01-31,9999-01-01,Senior Engineer
13331,Etsuo,Malinowski,1960-12-31,1988-01-18,9999-01-01,Senior Engineer
13337,Kamakshi,Hanratty,1959-08-20,1989-03-05,9999-01-01,Senior Engineer
13338,Tonny,Gecsel,1963-08-19,1985-08-16,9999-01-01,Senior Engineer
13348,Leaf,Wiegley,1964-04-25,1989-08-06,9999-01-01,Senior Staff
13352,Constantino,Rodiger,1959-10-09,1988-03-08,9999-01-01,Senior Engineer
13356,Thodoros,Lukaszewicz,1961-04-24,1987-07-17,9999-01-01,Engineer
13358,Koldo,Rodite,1958-12-20,1989-12-12,9999-01-01,Senior Engineer
13367,Xumin,Swiler,1962-07-14,1987-08-30,9999-01-01,Staff
13380,Shuji,Iisaku,1959-08-04,1989-01-08,9999-01-01,Staff
13397,Nimmagadda,Wilfing,1964-05-13,1987-06-25,9999-01-01,Staff
13398,Fuqing,Valette,1958-04-14,1986-03-10,9999-01-01,Senior Staff
13410,Tremaine,Rebaine,1957-11-19,1989-01-19,9999-01-01,Senior Staff
13434,Subhankar,Leivant,1961-10-11,1987-02-10,9999-01-01,Senior Staff
13435,Moto,Businaro,1956-12-26,1985-11-10,9999-01-01,Technique Leader
13440,Lidong,Glowinski,1959-05-14,1989-03-03,9999-01-01,Senior Engineer
13441,Matk,Clouatre,1958-04-21,1989-11-07,9999-01-01,Engineer
13444,Doohun,Lienhardt,1961-01-19,1985-05-01,9999-01-01,Senior Engineer
13447,Yucel,Lortz,1956-08-03,1987-06-07,9999-01-01,Senior Staff
13449,Subhada,Coorg,1961-05-18,1988-04-24,9999-01-01,Staff
13454,Krisda,Jeansoulin,1958-07-11,1989-12-24,9999-01-01,Senior Engineer
13455,Hatem,Rotem,1956-10-22,1989-11-26,9999-01-01,Engineer
13459,Eric,Lupu,1962-04-29,1988-05-20,9999-01-01,Staff
13462,Masasuke,Suwa,1959-09-02,1987-06-11,9999-01-01,Senior Staff
13464,Chanjung,Jeansoulin,1956-01-04,1986-08-07,9999-01-01,Senior Engineer
13468,Seshu,Erbe,1960-06-23,1989-05-16,9999-01-01,Senior Staff
13473,Mooi,Bruckman,1959-12-14,1986-12-16,9999-01-01,Assistant Engineer
13476,Niclas,Broomell,1958-01-14,1985-05-01,9999-01-01,Senior Engineer
13477,Reuven,Karlin,1957-11-13,1986-01-14,9999-01-01,Senior Staff
13487,Geoffrey,Claffy,1962-08-30,1987-03-08,9999-01-01,Senior Staff
13488,Zhiwei,Krohm,1957-04-08,1986-02-09,9999-01-01,Senior Engineer
13494,Domenico,Baca,1964-04-07,1985-10-07,9999-01-01,Engineer
13501,Caolyn,Peek,1957-11-08,1986-07-26,9999-01-01,Staff
13509,Kiyotoshi,Leaver,1961-12-03,1988-06-08,9999-01-01,Senior Engineer
13511,Qiwen,Pocchiola,1957-08-11,1986-08-12,9999-01-01,Staff
13516,Shir,Perna,1959-12-14,1989-05-01,9999-01-01,Staff
13517,Mark,Setlzner,1961-02-22,1988-01-02,9999-01-01,Senior Engineer
13527,Bikash,Chaudhuri,1961-06-15,1988-08-28,9999-01-01,Senior Engineer
13529,Toshimori,Matzen,1961-11-30,1986-07-06,9999-01-01,Senior Staff
13531,Shuichi,Sluis,1957-03-09,1986-01-04,9999-01-01,Senior Engineer
13537,Jacqueline,Ibel,1959-08-17,1985-03-20,9999-01-01,Engineer
13555,Lijia,Matteis,1964-08-20,1988-11-07,9999-01-01,Senior Staff
13558,Raimond,Molberg,1964-10-13,1987-06-10,9999-01-01,Senior Staff
13561,Fai,Thebaut,1962-04-30,1985-07-05,9999-01-01,Senior Engineer
13562,Mary,Cooley,1960-02-15,1986-02-24,9999-01-01,Senior Staff
13563,Valter,Pashtan,1963-03-11,1987-04-17,9999-01-01,Senior Engineer
13565,Shuho,Badache,1958-12-11,1988-03-31,9999-01-01,Technique Leader
13566,Utpal,Cyre,1957-11-23,1988-08-26,9999-01-01,Engineer
13570,Kiyomitsu,Perez,1963-06-05,1986-03-15,9999-01-01,Senior Staff
13572,Honglan,Beutelspacher,1964-03-13,1986-09-15,9999-01-01,Senior Staff
13579,Basem,Passino,1963-10-13,1987-03-12,9999-01-01,Assistant Engineer
13581,Alejandra,Encarnacion,1959-10-12,1989-09-05,9999-01-01,Engineer
13582,Diederik,Ruemmler,1958-03-16,1987-09-09,9999-01-01,Senior Engineer
13590,Sashi,Showalter,1963-02-04,1986-03-14,9999-01-01,Senior Engineer
13597,Dante,Vecchio,1956-10-27,1989-05-05,9999-01-01,Senior Engineer
13601,Lillian,Feldhoffer,1957-09-26,1986-07-15,9999-01-01,Senior Engineer
13604,Tzu,Stille,1960-03-02,1986-03-03,9999-01-01,Senior Staff
13615,Sugwoo,Marrevee,1962-07-12,1986-07-14,9999-01-01,Staff
13620,Elvis,Dolinsky,1956-10-31,1985-06-12,9999-01-01,Engineer
13628,Dipankar,Pfau,1959-02-15,1989-03-16,9999-01-01,Engineer
13639,Marie,Zeilberger,1959-07-10,1986-12-09,9999-01-01,Engineer
13640,Sashi,Vanwelkenhuysen,1961-03-04,1987-09-20,9999-01-01,Senior Engineer
13641,Chandrasekaran,Georgatos,1956-02-17,1986-12-16,9999-01-01,Engineer
13649,Serap,Percebois,1958-01-03,1987-01-01,9999-01-01,Senior Engineer
13652,Eldridge,Ramsak,1956-04-05,1986-01-30,9999-01-01,Engineer
13675,Fayez,Woycyznski,1960-03-29,1987-03-12,9999-01-01,Assistant Engineer
13677,Masasuke,Hiyoshi,1957-03-04,1986-03-21,9999-01-01,Senior Engineer
13690,Constantino,Osgood,1957-03-07,1989-10-23,9999-01-01,Staff
13695,Sakthirel,Tsukuda,1958-11-25,1985-07-02,9999-01-01,Staff
13711,Tesuro,Pusterhofer,1956-08-17,1988-09-27,9999-01-01,Senior Staff
13712,Olivera,Docker,1963-04-08,1987-12-06,9999-01-01,Senior Staff
13718,Lein,Gronowski,1963-03-15,1986-11-22,9999-01-01,Senior Staff
13720,Rildo,Braccini,1964-07-13,1989-03-01,9999-01-01,Senior Staff
13725,Ramalingam,Yamaashi,1960-03-30,1989-11-25,9999-01-01,Engineer
13728,Insup,Swab,1964-05-23,1986-01-03,9999-01-01,Senior Engineer
13729,Shahab,Farrel,1964-07-30,1988-10-12,9999-01-01,Senior Engineer
13732,Danae,Hutter,1959-01-13,1986-02-12,9999-01-01,Senior Engineer
13734,Toshimi,Demeyer,1961-10-29,1989-05-02,9999-01-01,Staff
13737,Supot,Fairtlough,1956-04-01,1985-08-01,9999-01-01,Engineer
13748,Horward,Delgrossi,1959-07-03,1989-10-26,9999-01-01,Senior Staff
13749,Ennio,Azevdeo,1960-01-15,1988-06-12,9999-01-01,Senior Engineer
13754,Jongsuk,Bahr,1959-04-20,1988-07-07,9999-01-01,Senior Staff
13757,Soenke,Demir,1963-07-13,1986-02-22,9999-01-01,Engineer
13789,Ramalingam,Ranst,1963-08-12,1989-04-17,9999-01-01,Engineer
13803,Matk,Chiodo,1961-09-24,1988-10-24,9999-01-01,Senior Engineer
13808,Becky,Stentiford,1963-03-17,1986-03-08,9999-01-01,Senior Staff
13817,Mingdong,Sullins,1957-05-05,1987-11-04,9999-01-01,Senior Staff
13821,Snehasis,Nooteboom,1960-10-16,1988-10-10,9999-01-01,Senior Staff
13826,Zhigen,Greenaway,1959-01-31,1988-06-24,9999-01-01,Senior Staff
13827,Subbu,Castellani,1962-05-09,1989-04-08,9999-01-01,Senior Staff
13830,Arunachalam,Demri,1956-03-16,1989-09-10,9999-01-01,Staff
13833,Sumali,Grospietsch,1959-11-15,1986-09-23,9999-01-01,Engineer
13836,Taiji,Przulj,1958-02-06,1985-09-05,9999-01-01,Senior Staff
13849,Lillian,Dymetman,1961-02-18,1989-04-24,9999-01-01,Senior Engineer
13855,Zhensheng,Argence,1957-09-12,1986-09-27,9999-01-01,Senior Engineer
13858,Subir,Sanella,1958-07-04,1988-11-23,9999-01-01,Staff
13860,Wojceich,Papastamatiou,1964-09-18,1988-07-27,9999-01-01,Senior Staff
13864,Gladys,Attimonelli,1956-11-01,1986-01-31,9999-01-01,Engineer
13867,Taisook,Litzler,1957-11-17,1987-05-30,9999-01-01,Engineer
13879,Valery,Ambroszkiewicz,1964-11-16,1989-10-05,9999-01-01,Engineer
13890,Marin,Antonisse,1963-05-01,1985-11-30,9999-01-01,Staff
13896,Gadiel,Karnin,1958-10-19,1987-12-09,9999-01-01,Senior Engineer
13907,Lijia,Demos,1961-05-21,1988-03-05,9999-01-01,Engineer
13908,Nechama,Koprowski,1964-12-21,1987-11-26,9999-01-01,Senior Engineer
13912,Niclas,Blokdijk,1963-02-20,1988-12-07,9999-01-01,Assistant Engineer
13917,Shahaf,Felder,1961-04-04,1988-03-18,9999-01-01,Senior Engineer
13920,Naftali,Rodham,1959-04-10,1987-11-19,9999-01-01,Staff
13926,Ekawit,Puppe,1956-10-12,1988-08-07,9999-01-01,Senior Staff
13933,Jamaludin,Benzaken,1960-02-29,1989-07-17,9999-01-01,Engineer
13938,Rosella,Lueh,1956-02-20,1986-04-15,9999-01-01,Technique Leader
13947,Gal,Nishimukai,1957-01-09,1987-08-11,9999-01-01,Staff
13955,Shem,Munck,1956-04-17,1985-10-05,9999-01-01,Engineer
13958,Shugo,Dahlbom,1960-10-08,1989-09-28,9999-01-01,Engineer
13961,Munir,Hempstead,1964-06-22,1988-10-01,9999-01-01,Senior Engineer
13982,Marsja,Vieri,1958-06-13,1986-05-31,9999-01-01,Senior Staff
13985,Slavian,Guerreiro,1956-02-22,1987-06-20,9999-01-01,Engineer
13995,Premsyl,Delgrossi,1963-07-18,1989-12-02,9999-01-01,Engineer
13998,Changho,Fujisaki,1960-10-28,1985-06-05,9999-01-01,Engineer
14004,Arto,Wendorf,1959-04-10,1987-03-31,9999-01-01,Senior Engineer
14007,Shiv,Jervis,1961-12-02,1988-10-17,9999-01-01,Staff
14008,Ulises,Cronin,1958-01-29,1989-04-05,9999-01-01,Senior Engineer
14016,Shimshon,Alencar,1960-09-30,1988-08-12,9999-01-01,Engineer
14021,Golgen,Langford,1961-01-22,1988-01-07,9999-01-01,Engineer
14026,Luerbio,Fontan,1963-03-29,1989-04-03,9999-01-01,Engineer
14036,Bogdan,Schaad,1962-03-20,1987-10-07,9999-01-01,Senior Staff
14040,Shaz,Bahl,1957-01-30,1987-08-20,9999-01-01,Engineer
14044,Muneo,Peltason,1963-05-09,1988-04-04,9999-01-01,Senior Engineer
14057,Boriana,Beidas,1962-05-16,1985-03-24,9999-01-01,Senior Engineer
14070,Takanari,Peternell,1960-04-20,1989-02-22,9999-01-01,Staff
14073,Fumino,Rajcani,1962-11-09,1985-07-29,9999-01-01,Staff
14078,Frederique,Chimia,1960-04-18,1987-11-01,9999-01-01,Senior Engineer
14083,Sashi,Figueira,1959-05-27,1986-04-13,9999-01-01,Engineer
14089,Cordelia,Anguita,1956-06-05,1989-08-10,9999-01-01,Senior Engineer
14092,Yahiko,Acton,1961-04-03,1985-04-01,9999-01-01,Senior Staff
14095,Tonia,Underwood,1964-08-04,1988-12-03,9999-01-01,Senior Staff
14103,Samphel,Uchoa,1956-09-17,1987-03-17,9999-01-01,Engineer
14110,Horward,Kisuki,1956-06-13,1987-05-17,9999-01-01,Senior Staff
